user_id,page_views,add_to_cart,purchase,use_count,days_to_first_use,days_since_last_use,年龄,职业,性别,使用频率（次/周）,主要使用时间,使用时间段,cluster
464.0,1,1,1,1,0.0,72.0,15,高中生,女,5,9:00-11:00,19:00-22:00,1
325.0,1,1,0,0,2.0,159.0,15,初中生,女,5,20:00-21:30,19:00-22:00,2
142.0,1,1,0,0,7.0,300.0,22,大学生,女,4,20:00-21:30,20:00-23:00,2
174.0,1,0,0,0,1.0,46.0,18,大学生,男,3,17:00-19:00,18:00-20:00,0
70.0,1,1,1,1,7.0,84.0,15,高中生,女,5,17:00-19:00,19:00-22:00,1
362.0,1,0,0,0,5.0,66.0,12,初中生,女,7,15:00-17:00,18:00-21:00,0
195.0,1,0,0,0,6.0,121.0,58,教培机构人员,男,1,20:00-21:30,07:00-09:00,0
310.0,1,0,0,0,0.0,216.0,35,教培机构人员,女,4,19:00-21:00,12:00-14:00,0
281.0,1,0,0,0,3.0,33.0,32,自由职业者,女,1,19:00-21:00,20:00-22:00,0
278.0,1,0,0,0,3.0,128.0,13,初中生,男,6,20:00-21:30,19:00-22:00,0
405.0,1,0,0,0,5.0,115.0,21,大学生,男,4,9:00-11:00,18:00-20:00,0
114.0,1,1,0,0,0.0,176.0,16,高中生,男,5,20:00-21:30,19:00-22:00,2
162.0,1,0,0,0,2.0,72.0,17,高中生,女,5,20:00-21:30,18:00-21:00,0
273.0,1,1,1,1,0.0,86.0,46,教培机构人员,女,3,17:00-19:00,07:00-09:00,1
56.0,1,0,0,0,4.0,116.0,18,大学生,女,4,15:00-17:00,18:00-20:00,0
262.0,1,1,0,0,1.0,232.0,29,产品经理,女,1,9:00-11:00,20:00-22:00,2
317.0,1,1,0,0,0.0,70.0,14,初中生,女,6,9:00-11:00,18:00-21:00,2
164.0,1,0,0,0,0.0,180.0,37,自由职业者,男,4,17:00-19:00,07:00-09:00,0
456.0,1,1,0,0,6.0,87.0,23,大学生,女,3,20:00-21:30,20:00-23:00,2
369.0,1,0,0,0,6.0,235.0,35,教师,女,2,17:00-19:00,12:00-14:00,0
461.0,1,0,0,0,0.0,0.0,41,教培机构人员,女,3,17:00-19:00,12:00-14:00,0
466.0,1,1,0,0,2.0,172.0,16,高中生,女,7,17:00-19:00,18:00-21:00,2
64.0,1,0,0,0,1.0,50.0,22,大学生,男,6,15:00-17:00,20:00-23:00,0
1.0,1,0,0,0,2.0,150.0,14,初中生,女,6,17:00-19:00,19:00-22:00,0
151.0,1,0,0,0,1.0,1.0,16,高中生,男,6,9:00-11:00,19:00-22:00,0
469.0,1,0,0,0,0.0,344.0,31,教培机构人员,女,1,15:00-17:00,07:00-09:00,0
5.0,1,0,0,0,6.0,12.0,36,教师,男,2,19:00-21:00,12:00-14:00,0
241.0,1,0,0,0,0.0,20.0,49,公务员,女,2,20:00-21:30,20:00-22:00,0
396.0,1,1,0,0,7.0,184.0,17,高中生,男,5,20:00-21:30,18:00-21:00,2
356.0,1,0,0,0,6.0,270.0,15,高中生,女,5,20:30-22:00,18:00-21:00,0
108.0,1,0,0,0,1.0,328.0,22,大学生,男,3,17:00-19:00,20:00-23:00,0
137.0,1,0,0,0,0.0,159.0,15,高中生,男,6,20:00-21:30,18:00-21:00,0
408.0,1,0,0,0,1.0,200.0,18,大学生,男,3,17:00-19:00,20:00-23:00,0
392.0,1,1,0,0,4.0,230.0,19,大学生,女,3,9:00-11:00,20:00-23:00,2
463.0,1,0,0,0,4.0,102.0,18,大学生,男,6,17:00-19:00,20:00-23:00,0
478.0,1,0,0,0,1.0,93.0,14,初中生,男,7,15:00-17:00,18:00-21:00,0
490.0,1,1,1,1,6.0,150.0,47,教师,男,2,9:00-11:00,12:00-14:00,1
453.0,1,0,0,0,2.0,288.0,36,公司职员,女,3,20:00-21:30,07:00-09:00,0
382.0,1,0,0,0,1.0,84.0,17,高中生,男,6,17:00-19:00,19:00-22:00,0
391.0,1,0,0,0,1.0,240.0,41,销售经理,男,1,17:00-19:00,07:00-09:00,0
191.0,1,0,0,0,7.0,351.0,50,公务员,女,4,17:00-19:00,07:00-09:00,0
403.0,1,0,0,0,6.0,297.0,17,高中生,女,7,15:00-17:00,19:00-22:00,0
285.0,1,0,0,0,2.0,477.0,52,教师,女,4,20:00-21:30,12:00-14:00,0
477.0,1,0,0,0,7.0,81.0,14,初中生,男,6,20:00-21:30,19:00-22:00,0
216.0,1,0,0,0,7.0,48.0,12,初中生,男,7,9:00-11:00,19:00-22:00,0
66.0,1,0,0,0,3.0,222.0,58,教师,女,3,9:00-11:00,12:00-14:00,0
92.0,1,0,0,0,1.0,160.0,18,大学生,男,4,15:00-17:00,18:00-20:00,0
422.0,1,0,0,0,2.0,126.0,22,大学生,男,4,15:00-17:00,20:00-23:00,0
181.0,1,0,0,0,0.0,376.0,14,初中生,男,5,15:00-17:00,18:00-21:00,0
305.0,1,0,0,0,1.0,128.0,49,教培机构人员,男,2,9:00-11:00,07:00-09:00,0
14.0,1,0,0,0,5.0,136.0,23,大学生,女,5,19:00-21:00,18:00-20:00,0
389.0,1,1,1,0,1.0,110.0,20,大学生,男,6,20:00-21:30,20:00-23:00,2
168.0,1,0,0,0,3.0,264.0,57,教师,女,2,20:00-21:30,07:00-09:00,0
474.0,1,1,0,0,0.0,8.0,18,大学生,女,6,17:00-19:00,18:00-20:00,2
409.0,1,0,0,0,3.0,90.0,31,教师,女,1,20:00-21:30,07:00-09:00,0
45.0,1,0,0,0,4.0,77.0,23,大学生,女,6,20:00-21:30,20:00-23:00,0
36.0,1,1,1,0,2.0,175.0,16,高中生,男,5,17:00-19:00,19:00-22:00,2
149.0,1,1,0,0,6.0,96.0,46,运营人员,男,2,17:00-19:00,07:00-09:00,2
234.0,1,0,0,0,0.0,273.0,17,高中生,男,7,20:00-21:30,18:00-21:00,0
60.0,1,1,0,0,2.0,66.0,12,初中生,女,7,17:00-19:00,18:00-21:00,2
13.0,1,1,0,0,3.0,12.0,37,运营人员,男,2,9:00-11:00,20:00-22:00,2
471.0,1,1,1,1,4.0,9.0,16,高中生,男,5,9:00-11:00,19:00-22:00,1
25.0,1,0,0,0,6.0,250.0,22,大学生,女,3,9:00-11:00,18:00-20:00,0
50.0,1,0,0,0,5.0,245.0,14,初中生,男,6,15:00-17:00,19:00-22:00,0
143.0,1,0,0,0,5.0,116.0,41,教培机构人员,男,2,9:00-11:00,07:00-09:00,0
462.0,1,0,0,0,4.0,57.0,13,初中生,女,6,20:30-22:00,19:00-22:00,0
224.0,1,0,0,0,0.0,0.0,19,大学生,男,3,19:00-21:00,20:00-23:00,0
39.0,1,0,0,0,2.0,57.0,14,初中生,女,6,9:00-11:00,19:00-22:00,0
159.0,1,0,0,0,7.0,192.0,55,教培机构人员,女,2,15:00-17:00,07:00-09:00,0
238.0,1,1,1,1,0.0,42.0,50,运营人员,男,1,9:00-11:00,20:00-22:00,1
486.0,1,1,0,0,1.0,36.0,29,公务员,女,3,20:00-21:30,20:00-22:00,2
383.0,1,0,0,0,3.0,30.0,14,初中生,男,7,9:00-11:00,19:00-22:00,0
374.0,1,1,1,1,1.0,135.0,12,初中生,女,5,17:00-19:00,18:00-21:00,1
134.0,1,0,0,0,1.0,100.0,15,初中生,男,7,19:00-21:00,19:00-22:00,0
17.0,1,1,0,0,0.0,5.0,23,大学生,女,5,20:00-21:30,18:00-20:00,2
90.0,1,1,0,0,7.0,190.0,18,大学生,女,3,20:00-21:30,18:00-20:00,2
440.0,1,1,1,1,7.0,66.0,12,初中生,女,7,9:00-11:00,18:00-21:00,1
106.0,1,0,0,0,6.0,112.0,15,初中生,男,5,20:00-21:30,19:00-22:00,0
166.0,1,1,1,1,4.0,54.0,12,初中生,女,5,9:00-11:00,19:00-22:00,1
418.0,1,1,0,0,7.0,172.0,18,高中生,男,6,15:00-17:00,18:00-21:00,2
384.0,1,0,0,0,0.0,288.0,15,高中生,男,6,20:00-21:30,18:00-21:00,0
337.0,1,1,1,1,4.0,108.0,17,高中生,女,7,15:00-17:00,18:00-21:00,1
26.0,1,1,1,1,1.0,50.0,43,公务员,女,1,19:00-21:00,07:00-09:00,1
203.0,1,0,0,0,1.0,63.0,18,高中生,男,7,17:00-19:00,18:00-21:00,0
67.0,1,0,0,0,0.0,212.0,40,教培机构人员,男,1,20:00-21:30,12:00-14:00,0
19.0,1,1,1,1,1.0,48.0,18,大学生,女,3,20:00-21:30,20:00-23:00,1
401.0,1,1,0,0,6.0,450.0,16,高中生,女,5,20:00-21:30,18:00-21:00,2
77.0,1,0,0,0,3.0,200.0,41,运营人员,女,2,17:00-19:00,20:00-22:00,0
31.0,1,1,0,0,0.0,42.0,16,高中生,女,5,20:00-21:30,19:00-22:00,2
240.0,1,0,0,0,7.0,140.0,15,高中生,女,6,17:00-19:00,19:00-22:00,0
452.0,1,1,0,0,0.0,0.0,52,教师,男,3,20:30-22:00,07:00-09:00,2
479.0,1,1,0,0,7.0,246.0,46,公务员,女,2,9:00-11:00,07:00-09:00,2
432.0,1,1,0,0,1.0,162.0,23,大学生,女,3,20:30-22:00,20:00-23:00,2
199.0,1,1,1,1,0.0,216.0,19,大学生,女,4,15:00-17:00,18:00-20:00,1
443.0,1,0,0,0,7.0,114.0,21,大学生,女,3,17:00-19:00,18:00-20:00,0
357.0,1,1,0,0,0.0,205.0,12,初中生,女,7,9:00-11:00,18:00-21:00,2
37.0,1,1,1,1,7.0,27.0,22,大学生,女,6,9:00-11:00,20:00-23:00,1
124.0,1,0,0,0,0.0,96.0,17,高中生,女,5,17:00-19:00,18:00-21:00,0
206.0,1,0,0,0,6.0,108.0,21,大学生,女,5,9:00-11:00,18:00-20:00,0
395.0,1,1,1,1,3.0,120.0,19,大学生,男,5,17:00-19:00,20:00-23:00,1
248.0,1,1,0,0,0.0,240.0,15,初中生,女,6,17:00-19:00,18:00-21:00,2
78.0,1,1,1,1,4.0,343.0,18,高中生,男,5,19:00-21:00,19:00-22:00,1
496.0,1,0,0,0,0.0,190.0,41,运营人员,男,1,9:00-11:00,20:00-22:00,0
430.0,1,0,0,0,3.0,192.0,19,大学生,女,3,19:00-21:00,18:00-20:00,0
156.0,1,1,0,0,6.0,184.0,18,高中生,女,6,9:00-11:00,19:00-22:00,2
354.0,1,1,0,0,3.0,147.0,23,大学生,女,5,9:00-11:00,20:00-23:00,2
487.0,1,0,0,0,3.0,259.0,17,高中生,女,7,17:00-19:00,18:00-21:00,0
495.0,1,0,0,0,1.0,144.0,50,销售经理,男,2,9:00-11:00,20:00-22:00,0
138.0,1,0,0,0,7.0,136.0,17,高中生,女,5,9:00-11:00,19:00-22:00,0
371.0,1,0,0,0,3.0,130.0,45,自由职业者,女,4,17:00-19:00,20:00-22:00,0
264.0,1,1,1,1,0.0,174.0,13,初中生,男,7,20:30-22:00,19:00-22:00,1
335.0,1,0,0,0,7.0,132.0,32,产品经理,女,1,19:00-21:00,07:00-09:00,0
242.0,1,0,0,0,3.0,20.0,32,教培机构人员,男,1,19:00-21:00,12:00-14:00,0
498.0,1,0,0,0,2.0,40.0,33,教培机构人员,男,2,20:30-22:00,12:00-14:00,0
125.0,1,0,0,0,6.0,40.0,15,初中生,男,5,20:30-22:00,19:00-22:00,0
332.0,1,0,0,0,5.0,96.0,13,初中生,女,7,9:00-11:00,18:00-21:00,0
71.0,1,0,0,0,2.0,215.0,17,高中生,女,6,20:00-21:30,19:00-22:00,0
219.0,1,0,0,0,0.0,180.0,48,教师,女,1,20:00-21:30,07:00-09:00,0
118.0,1,1,0,0,4.0,195.0,16,高中生,女,5,20:00-21:30,18:00-21:00,2
465.0,1,0,0,0,6.0,396.0,14,初中生,男,7,17:00-19:00,18:00-21:00,0
176.0,1,0,0,0,5.0,260.0,21,大学生,男,4,20:30-22:00,18:00-20:00,0
261.0,1,0,0,0,7.0,220.0,18,高中生,男,5,15:00-17:00,19:00-22:00,0
196.0,1,1,1,1,5.0,8.0,13,初中生,女,7,19:00-21:00,19:00-22:00,1
254.0,1,1,1,1,1.0,176.0,19,大学生,女,5,17:00-19:00,20:00-23:00,1
447.0,1,0,0,0,2.0,90.0,13,初中生,女,5,19:00-21:00,19:00-22:00,0
380.0,1,1,1,1,0.0,185.0,15,初中生,女,5,20:00-21:30,18:00-21:00,1
249.0,1,0,0,0,4.0,180.0,12,初中生,男,5,9:00-11:00,19:00-22:00,0
489.0,1,1,0,0,3.0,295.0,21,大学生,男,5,20:00-21:30,20:00-23:00,2
352.0,1,0,0,0,5.0,280.0,46,公务员,男,4,9:00-11:00,07:00-09:00,0
209.0,1,0,0,0,6.0,100.0,23,大学生,女,4,19:00-21:00,20:00-23:00,0
33.0,1,1,0,0,5.0,60.0,44,自由职业者,男,4,15:00-17:00,20:00-22:00,2
47.0,1,1,0,0,3.0,39.0,39,产品经理,男,3,19:00-21:00,07:00-09:00,2
251.0,1,1,1,1,7.0,252.0,42,公司职员,女,4,17:00-19:00,07:00-09:00,1
454.0,1,0,0,0,4.0,48.0,42,教培机构人员,女,4,19:00-21:00,12:00-14:00,0
163.0,1,0,0,0,6.0,17.0,38,教师,女,4,9:00-11:00,12:00-14:00,0
213.0,1,0,0,0,6.0,88.0,18,高中生,男,6,9:00-11:00,19:00-22:00,0
247.0,1,1,0,0,0.0,100.0,31,教师,女,1,15:00-17:00,07:00-09:00,2
133.0,1,0,0,0,4.0,136.0,16,高中生,女,6,20:00-21:30,18:00-21:00,0
315.0,1,1,1,1,0.0,28.0,45,教培机构人员,女,4,20:30-22:00,12:00-14:00,1
267.0,1,0,0,0,7.0,156.0,19,大学生,男,5,20:00-21:30,18:00-20:00,0
363.0,1,1,0,0,6.0,287.0,56,教师,女,4,9:00-11:00,12:00-14:00,2
46.0,1,0,0,0,0.0,300.0,12,初中生,男,5,20:00-21:30,19:00-22:00,0
328.0,1,1,0,0,3.0,17.0,15,初中生,男,6,20:30-22:00,18:00-21:00,2
173.0,1,0,0,0,6.0,66.0,19,大学生,女,6,19:00-21:00,20:00-23:00,0
104.0,1,0,0,0,0.0,27.0,48,公务员,男,2,9:00-11:00,20:00-22:00,0
472.0,1,1,1,1,7.0,522.0,18,高中生,女,7,20:30-22:00,18:00-21:00,1
30.0,1,1,0,0,6.0,2.0,17,高中生,女,6,20:00-21:30,18:00-21:00,2
368.0,1,1,0,0,3.0,80.0,29,运营人员,男,4,15:00-17:00,20:00-22:00,2
287.0,1,1,0,0,0.0,165.0,14,初中生,女,7,17:00-19:00,19:00-22:00,2
318.0,1,0,0,0,7.0,20.0,50,教培机构人员,男,2,20:00-21:30,07:00-09:00,0
214.0,1,0,0,0,3.0,234.0,22,大学生,女,3,9:00-11:00,18:00-20:00,0
470.0,1,0,0,0,1.0,260.0,19,大学生,女,6,15:00-17:00,18:00-20:00,0
43.0,1,0,0,0,2.0,140.0,15,高中生,男,5,9:00-11:00,19:00-22:00,0
350.0,1,1,1,1,6.0,15.0,39,教师,男,3,17:00-19:00,07:00-09:00,1
482.0,1,0,0,0,6.0,190.0,33,教师,女,3,9:00-11:00,12:00-14:00,0
417.0,1,0,0,0,1.0,145.0,15,高中生,男,7,20:30-22:00,18:00-21:00,0
449.0,1,0,0,0,2.0,80.0,15,初中生,女,7,9:00-11:00,18:00-21:00,0
208.0,1,0,0,0,1.0,100.0,45,产品经理,男,1,17:00-19:00,07:00-09:00,0
365.0,1,1,0,0,1.0,38.0,21,大学生,男,3,15:00-17:00,20:00-23:00,2
257.0,1,1,0,0,4.0,26.0,15,高中生,女,5,20:00-21:30,18:00-21:00,2
361.0,1,1,1,1,1.0,8.0,46,产品经理,男,2,9:00-11:00,07:00-09:00,1
9.0,1,1,0,0,5.0,287.0,14,初中生,男,5,9:00-11:00,18:00-21:00,2
299.0,1,1,0,0,0.0,78.0,25,教培机构人员,男,1,20:00-21:30,12:00-14:00,2
410.0,1,1,1,0,3.0,112.0,43,教师,男,2,9:00-11:00,12:00-14:00,2
146.0,1,1,0,0,2.0,54.0,15,高中生,男,7,9:00-11:00,19:00-22:00,2
266.0,1,1,1,1,1.0,24.0,23,大学生,男,5,17:00-19:00,20:00-23:00,1
48.0,1,0,0,0,4.0,188.0,47,教师,男,2,19:00-21:00,07:00-09:00,0
381.0,1,1,0,0,3.0,110.0,18,高中生,男,7,9:00-11:00,18:00-21:00,2
316.0,1,0,0,0,3.0,74.0,20,大学生,女,5,9:00-11:00,20:00-23:00,0
290.0,1,0,0,0,2.0,66.0,21,大学生,男,6,20:00-21:30,18:00-20:00,0
79.0,1,0,0,0,6.0,111.0,57,教师,男,2,20:00-21:30,07:00-09:00,0
424.0,1,0,0,0,3.0,168.0,18,大学生,男,6,9:00-11:00,20:00-23:00,0
279.0,1,0,0,0,1.0,189.0,50,公司职员,男,1,20:00-21:30,07:00-09:00,0
265.0,1,0,0,0,1.0,360.0,43,公司职员,男,2,15:00-17:00,07:00-09:00,0
378.0,1,1,0,0,3.0,225.0,19,大学生,男,4,15:00-17:00,20:00-23:00,2
99.0,1,1,1,1,5.0,279.0,18,高中生,男,7,9:00-11:00,19:00-22:00,1
499.0,1,1,0,0,0.0,0.0,14,初中生,女,7,20:00-21:30,18:00-21:00,2
222.0,1,0,0,0,0.0,30.0,56,教培机构人员,女,4,19:00-21:00,07:00-09:00,0
406.0,1,0,0,0,7.0,48.0,23,大学生,女,3,17:00-19:00,18:00-20:00,0
6.0,1,0,0,0,3.0,205.0,19,大学生,男,4,19:00-21:00,20:00-23:00,0
182.0,1,1,0,0,0.0,32.0,14,初中生,女,5,20:30-22:00,18:00-21:00,2
217.0,1,1,0,0,6.0,186.0,12,初中生,女,5,17:00-19:00,19:00-22:00,2
455.0,1,0,0,0,2.0,36.0,31,销售经理,男,4,17:00-19:00,07:00-09:00,0
320.0,1,0,0,0,2.0,90.0,18,大学生,男,4,17:00-19:00,18:00-20:00,0
10.0,1,0,0,0,4.0,120.0,18,大学生,女,5,17:00-19:00,18:00-20:00,0
129.0,1,1,1,1,7.0,256.0,13,初中生,男,7,15:00-17:00,18:00-21:00,1
323.0,1,1,1,1,6.0,54.0,26,教培机构人员,男,1,15:00-17:00,12:00-14:00,1
83.0,1,0,0,0,5.0,55.0,28,运营人员,男,4,17:00-19:00,20:00-22:00,0
210.0,1,0,0,0,4.0,138.0,12,初中生,女,7,9:00-11:00,18:00-21:00,0
128.0,1,0,0,0,6.0,184.0,16,高中生,女,5,17:00-19:00,19:00-22:00,0
8.0,1,1,0,0,5.0,165.0,36,教师,女,4,20:30-22:00,12:00-14:00,2
308.0,1,1,0,0,2.0,280.0,27,教培机构人员,男,3,19:00-21:00,12:00-14:00,2
153.0,1,0,0,0,0.0,75.0,27,教师,男,2,20:00-21:30,07:00-09:00,0
433.0,1,1,0,0,3.0,100.0,44,销售经理,女,3,17:00-19:00,07:00-09:00,2
260.0,1,0,0,0,4.0,72.0,19,大学生,男,3,17:00-19:00,20:00-23:00,0
24.0,1,1,0,0,1.0,300.0,15,初中生,女,5,9:00-11:00,18:00-21:00,2
404.0,1,1,0,0,0.0,270.0,23,大学生,男,4,17:00-19:00,18:00-20:00,2
223.0,1,0,0,0,4.0,27.0,21,大学生,女,4,9:00-11:00,20:00-23:00,0
307.0,1,0,0,0,4.0,165.0,17,高中生,男,7,20:00-21:30,18:00-21:00,0
445.0,1,1,0,0,5.0,154.0,15,初中生,男,7,20:30-22:00,18:00-21:00,2
154.0,1,0,0,0,0.0,35.0,14,初中生,女,6,17:00-19:00,19:00-22:00,0
201.0,1,0,0,0,5.0,72.0,39,销售经理,女,3,17:00-19:00,20:00-22:00,0
87.0,1,1,1,1,5.0,25.0,42,运营人员,女,4,20:00-21:30,20:00-22:00,1
95.0,1,1,1,1,4.0,110.0,21,大学生,女,4,17:00-19:00,20:00-23:00,1
178.0,1,0,0,0,4.0,28.0,22,大学生,男,4,17:00-19:00,18:00-20:00,0
274.0,1,0,0,0,5.0,44.0,17,高中生,男,5,20:00-21:30,19:00-22:00,0
76.0,1,1,0,0,6.0,128.0,16,高中生,男,6,15:00-17:00,18:00-21:00,2
351.0,1,1,1,1,3.0,308.0,20,大学生,男,6,9:00-11:00,18:00-20:00,1
321.0,1,0,0,0,2.0,583.0,12,初中生,女,6,19:00-21:00,19:00-22:00,0
276.0,1,0,0,0,4.0,324.0,15,高中生,男,6,9:00-11:00,18:00-21:00,0
246.0,1,1,0,0,3.0,258.0,19,大学生,女,3,9:00-11:00,20:00-23:00,2
82.0,1,1,0,0,1.0,0.0,45,产品经理,男,2,20:00-21:30,20:00-22:00,2
198.0,1,0,0,0,3.0,86.0,15,高中生,男,6,20:00-21:30,18:00-21:00,0
488.0,1,0,0,0,5.0,130.0,12,初中生,女,5,9:00-11:00,19:00-22:00,0
413.0,1,1,0,0,2.0,56.0,16,高中生,女,6,20:30-22:00,19:00-22:00,2
301.0,1,0,0,0,1.0,205.0,22,大学生,男,3,9:00-11:00,20:00-23:00,0
435.0,1,1,0,0,2.0,18.0,37,产品经理,女,4,17:00-19:00,20:00-22:00,2
130.0,1,0,0,0,2.0,180.0,50,教师,女,1,20:00-21:30,12:00-14:00,0
228.0,1,0,0,0,0.0,180.0,14,初中生,男,7,9:00-11:00,19:00-22:00,0
312.0,1,1,0,0,2.0,9.0,17,高中生,男,6,15:00-17:00,18:00-21:00,2
197.0,1,1,0,0,2.0,60.0,12,初中生,男,7,20:30-22:00,19:00-22:00,2
54.0,1,0,0,0,0.0,215.0,59,教培机构人员,男,1,17:00-19:00,12:00-14:00,0
235.0,1,0,0,0,0.0,162.0,16,高中生,男,7,20:00-21:30,19:00-22:00,0
330.0,1,0,0,0,5.0,117.0,14,初中生,女,6,17:00-19:00,18:00-21:00,0
2.0,1,0,0,0,5.0,0.0,16,高中生,女,6,17:00-19:00,18:00-21:00,0
292.0,1,0,0,0,3.0,132.0,22,大学生,男,6,20:00-21:30,18:00-20:00,0
329.0,1,0,0,0,4.0,120.0,35,产品经理,男,3,20:00-21:30,20:00-22:00,0
426.0,1,0,0,0,5.0,168.0,15,高中生,男,7,19:00-21:00,19:00-22:00,0
295.0,1,1,0,0,2.0,123.0,18,大学生,女,3,9:00-11:00,20:00-23:00,2
101.0,1,1,0,0,7.0,47.0,39,教培机构人员,男,4,19:00-21:00,12:00-14:00,2
113.0,1,1,0,0,4.0,30.0,13,初中生,男,7,20:30-22:00,19:00-22:00,2
431.0,1,1,0,0,5.0,33.0,32,公务员,男,2,20:30-22:00,20:00-22:00,2
52.0,1,1,1,1,0.0,168.0,12,初中生,女,6,19:00-21:00,18:00-21:00,1
336.0,1,0,0,0,7.0,105.0,18,高中生,男,6,20:30-22:00,18:00-21:00,0
370.0,1,0,0,0,2.0,232.0,12,初中生,女,7,20:30-22:00,18:00-21:00,0
233.0,1,0,0,0,7.0,24.0,14,初中生,女,7,19:00-21:00,19:00-22:00,0
340.0,1,0,0,0,0.0,300.0,12,初中生,女,6,9:00-11:00,19:00-22:00,0
483.0,1,1,1,1,5.0,20.0,43,销售经理,女,4,20:30-22:00,20:00-22:00,1
7.0,1,0,0,0,2.0,60.0,20,大学生,男,3,20:30-22:00,20:00-23:00,0
225.0,1,0,0,0,2.0,132.0,46,公务员,男,3,9:00-11:00,07:00-09:00,0
438.0,1,0,0,0,4.0,60.0,19,大学生,男,5,20:00-21:30,18:00-20:00,0
193.0,1,1,0,0,0.0,228.0,36,公务员,女,1,20:00-21:30,20:00-22:00,2
93.0,1,1,1,1,1.0,58.0,12,初中生,女,7,9:00-11:00,19:00-22:00,1
148.0,1,1,1,1,2.0,204.0,38,教师,女,1,17:00-19:00,07:00-09:00,1
437.0,1,0,0,0,5.0,215.0,15,高中生,女,6,20:30-22:00,18:00-21:00,0
282.0,1,0,0,0,7.0,28.0,51,教师,男,4,20:00-21:30,12:00-14:00,0
221.0,1,1,0,0,1.0,20.0,12,初中生,女,7,20:30-22:00,19:00-22:00,2
283.0,1,0,0,0,7.0,265.0,38,教培机构人员,女,2,20:00-21:30,07:00-09:00,0
140.0,1,0,0,0,5.0,0.0,14,初中生,女,7,9:00-11:00,18:00-21:00,0
458.0,1,0,0,0,2.0,102.0,18,大学生,女,3,20:30-22:00,18:00-20:00,0
338.0,1,1,1,1,5.0,16.0,13,初中生,男,6,20:00-21:30,19:00-22:00,1
204.0,1,0,0,0,1.0,55.0,22,大学生,男,3,20:00-21:30,18:00-20:00,0
421.0,1,1,1,1,7.0,14.0,49,自由职业者,女,4,20:00-21:30,07:00-09:00,1
